time,partner,commodity,commoditycode,netweight,tradevalueus,t,year
2020,Cambodia,Flourinated polyimides,392099,0,0,2020,2020
2020,Cameroon,Flourinated polyimides,392099,0,0,2020,2020
2017,Canada,Flourinated polyimides,392099,.7,36,2017,2017
2018,Canada,Flourinated polyimides,392099,.6,25,2018,2018
2019,Canada,Flourinated polyimides,392099,.7,25,2019,2019
2020,Canada,Flourinated polyimides,392099,.3,63,2020,2020
2017,Chile,Flourinated polyimides,392099,0,0,2017,2017
2018,Chile,Flourinated polyimides,392099,0,0,2018,2018
2019,Chile,Flourinated polyimides,392099,0,0,2019,2019
2020,Chile,Flourinated polyimides,392099,0,0,2020,2020
2017,China,Flourinated polyimides,392099,1587,17286,2017,2017
2018,China,Flourinated polyimides,392099,1468.9,18475,2018,2018
2019,China,Flourinated polyimides,392099,2351.6,47392,2019,2019
2020,China,Flourinated polyimides,392099,2242.4,35070,2020,2020
2017,Colombia,Flourinated polyimides,392099,0,0,2017,2017
2018,Colombia,Flourinated polyimides,392099,0,0,2018,2018
2019,Colombia,Flourinated polyimides,392099,0,0,2019,2019
2020,Colombia,Flourinated polyimides,392099,0,0,2020,2020
2019,Congo,Flourinated polyimides,392099,0,0,2019,2019
2018,Congo  The Democratic Republic Of The,Flourinated polyimides,392099,0,0,2018,2018
2017,Costa Rica,Flourinated polyimides,392099,0,0,2017,2017
2018,Costa Rica,Flourinated polyimides,392099,0,0,2018,2018
2019,Costa Rica,Flourinated polyimides,392099,0,0,2019,2019
2020,Costa Rica,Flourinated polyimides,392099,0,0,2020,2020
2017,Croatia,Flourinated polyimides,392099,0,0,2017,2017
2018,Croatia,Flourinated polyimides,392099,0,0,2018,2018
2019,Croatia,Flourinated polyimides,392099,0,0,2019,2019
2020,Croatia,Flourinated polyimides,392099,0,0,2020,2020
2017,Czech Republic,Flourinated polyimides,392099,0,0,2017,2017
2018,Czech Republic,Flourinated polyimides,392099,0,0,2018,2018
2019,Czech Republic,Flourinated polyimides,392099,0,1,2019,2019
2020,Czech Republic,Flourinated polyimides,392099,0,1,2020,2020
2017,Denmark,Flourinated polyimides,392099,.1,3,2017,2017
2018,Denmark,Flourinated polyimides,392099,.3,6,2018,2018
2019,Denmark,Flourinated polyimides,392099,2.3,21,2019,2019
2020,Denmark,Flourinated polyimides,392099,8.4,42,2020,2020
2017,Djibouti,Flourinated polyimides,392099,0,0,2017,2017
2017,Dominican Republic,Flourinated polyimides,392099,0,0,2017,2017
2018,Dominican Republic,Flourinated polyimides,392099,0,0,2018,2018
2019,Dominican Republic,Flourinated polyimides,392099,0,0,2019,2019
2020,Dominican Republic,Flourinated polyimides,392099,0,0,2020,2020
2017,Ecuador,Flourinated polyimides,392099,0,0,2017,2017
2018,Ecuador,Flourinated polyimides,392099,0,0,2018,2018
2019,Ecuador,Flourinated polyimides,392099,0,0,2019,2019
2020,Ecuador,Flourinated polyimides,392099,0,0,2020,2020
2017,Egypt,Flourinated polyimides,392099,0,0,2017,2017
2018,Egypt,Flourinated polyimides,392099,0,0,2018,2018
2019,Egypt,Flourinated polyimides,392099,.1,2,2019,2019
2020,Egypt,Flourinated polyimides,392099,0,0,2020,2020
2019,El Salvador,Flourinated polyimides,392099,0,0,2019,2019
2020,El Salvador,Flourinated polyimides,392099,0,0,2020,2020
2017,Estonia,Flourinated polyimides,392099,0,0,2017,2017
2018,Estonia,Flourinated polyimides,392099,0,0,2018,2018
2019,Estonia,Flourinated polyimides,392099,0,0,2019,2019
2020,Estonia,Flourinated polyimides,392099,0,0,2020,2020
2019,Ethiopia,Flourinated polyimides,392099,0,0,2019,2019
2020,Ethiopia,Flourinated polyimides,392099,0,0,2020,2020
2017,Fiji,Flourinated polyimides,392099,0,0,2017,2017
2017,Finland,Flourinated polyimides,392099,0,0,2017,2017
2018,Finland,Flourinated polyimides,392099,.1,0,2018,2018
2019,Finland,Flourinated polyimides,392099,0,3,2019,2019
2020,Finland,Flourinated polyimides,392099,.1,15,2020,2020
2017,France,Flourinated polyimides,392099,9.1,426,2017,2017
2018,France,Flourinated polyimides,392099,6.2,134,2018,2018
2019,France,Flourinated polyimides,392099,11.3,297,2019,2019
2020,France,Flourinated polyimides,392099,9.699999999999999,164,2020,2020
2020,Gabon,Flourinated polyimides,392099,0,0,2020,2020
2017,Germany,Flourinated polyimides,392099,424.2,8284,2017,2017
2018,Germany,Flourinated polyimides,392099,586.6,9127,2018,2018
2019,Germany,Flourinated polyimides,392099,486.3,9095,2019,2019
2020,Germany,Flourinated polyimides,392099,301.8,4950,2020,2020
2017,Ghana,Flourinated polyimides,392099,0,0,2017,2017
2018,Greece,Flourinated polyimides,392099,.1,10,2018,2018
2019,Greece,Flourinated polyimides,392099,0,0,2019,2019
2020,Greece,Flourinated polyimides,392099,0,0,2020,2020
2017,Grenada,Flourinated polyimides,392099,0,0,2017,2017
2017,Guam,Flourinated polyimides,392099,0,0,2017,2017
2018,Guam,Flourinated polyimides,392099,0,0,2018,2018
2020,Guam,Flourinated polyimides,392099,0,0,2020,2020
2017,Guatemala,Flourinated polyimides,392099,0,0,2017,2017
2020,Guatemala,Flourinated polyimides,392099,0,0,2020,2020
2019,Guinea,Flourinated polyimides,392099,0,0,2019,2019
2017,Haiti,Flourinated polyimides,392099,0,0,2017,2017
2017,Honduras,Flourinated polyimides,392099,0,0,2017,2017
2018,Honduras,Flourinated polyimides,392099,0,0,2018,2018
2019,Honduras,Flourinated polyimides,392099,0,0,2019,2019
2017,Hong Kong,Flourinated polyimides,392099,2.2,134,2017,2017
2018,Hong Kong,Flourinated polyimides,392099,1.1,399,2018,2018
2019,Hong Kong,Flourinated polyimides,392099,1.4,3687,2019,2019
2020,Hong Kong,Flourinated polyimides,392099,.7,69,2020,2020
2017,Hungary,Flourinated polyimides,392099,0,0,2017,2017
2018,Hungary,Flourinated polyimides,392099,0,0,2018,2018
2019,Hungary,Flourinated polyimides,392099,0,0,2019,2019
2020,Hungary,Flourinated polyimides,392099,0,0,2020,2020
2020,Iceland,Flourinated polyimides,392099,0,27,2020,2020
2017,India,Flourinated polyimides,392099,28.9,289,2017,2017
2018,India,Flourinated polyimides,392099,18.4,194,2018,2018
2019,India,Flourinated polyimides,392099,.6,4,2019,2019
2020,India,Flourinated polyimides,392099,2.4,90,2020,2020
2017,Indonesia,Flourinated polyimides,392099,.1,1,2017,2017
2018,Indonesia,Flourinated polyimides,392099,.2,5,2018,2018
2019,Indonesia,Flourinated polyimides,392099,.1,0,2019,2019
2020,Indonesia,Flourinated polyimides,392099,.3,10,2020,2020
2017,Iran -Islamic Republic of,Flourinated polyimides,392099,0,0,2017,2017
2018,Iran -Islamic Republic of,Flourinated polyimides,392099,0,0,2018,2018
2019,Iran -Islamic Republic of,Flourinated polyimides,392099,0,0,2019,2019
2020,Iran -Islamic Republic of,Flourinated polyimides,392099,0,0,2020,2020
2018,Iraq,Flourinated polyimides,392099,0,0,2018,2018
2019,Iraq,Flourinated polyimides,392099,0,0,2019,2019
2020,Iraq,Flourinated polyimides,392099,0,0,2020,2020
2017,Ireland,Flourinated polyimides,392099,0,0,2017,2017
2018,Ireland,Flourinated polyimides,392099,0,0,2018,2018
2019,Ireland,Flourinated polyimides,392099,0,0,2019,2019
2020,Ireland,Flourinated polyimides,392099,0,0,2020,2020
2017,Israel,Flourinated polyimides,392099,2.5,35,2017,2017
2018,Israel,Flourinated polyimides,392099,0,1,2018,2018
2019,Israel,Flourinated polyimides,392099,0,2,2019,2019
2020,Israel,Flourinated polyimides,392099,0,0,2020,2020
2017,Italy,Flourinated polyimides,392099,113.2,2107,2017,2017
2018,Italy,Flourinated polyimides,392099,122,2536,2018,2018
2019,Italy,Flourinated polyimides,392099,75.7,1760,2019,2019
2020,Italy,Flourinated polyimides,392099,57.2,1394,2020,2020
2017,Japan,Flourinated polyimides,392099,10299.4,394313,2017,2017
2018,Japan,Flourinated polyimides,392099,10243,377152,2018,2018
2019,Japan,Flourinated polyimides,392099,9381.700000000001,393675,2019,2019
2020,Japan,Flourinated polyimides,392099,9351.200000000001,384043,2020,2020
2017,Jordan,Flourinated polyimides,392099,0,0,2017,2017
2017,Kazakhstan,Flourinated polyimides,392099,0,0,2017,2017
2018,Kazakhstan,Flourinated polyimides,392099,0,0,2018,2018
2019,Kazakhstan,Flourinated polyimides,392099,0,0,2019,2019
2017,Kenya,Flourinated polyimides,392099,0,0,2017,2017
2018,Kenya,Flourinated polyimides,392099,0,0,2018,2018
2019,Kenya,Flourinated polyimides,392099,0,0,2019,2019
2020,Kenya,Flourinated polyimides,392099,0,0,2020,2020
2017,Kuwait,Flourinated polyimides,392099,0,0,2017,2017
2018,Kuwait,Flourinated polyimides,392099,0,0,2018,2018
2019,Kuwait,Flourinated polyimides,392099,0,0,2019,2019
2020,Kuwait,Flourinated polyimides,392099,0,0,2020,2020
2020,Lao People's Democratic Republic,Flourinated polyimides,392099,0,0,2020,2020
2018,Latvia,Flourinated polyimides,392099,0,0,2018,2018
2017,Lebanon,Flourinated polyimides,392099,0,0,2017,2017
2018,Lebanon,Flourinated polyimides,392099,0,0,2018,2018
2019,Lebanon,Flourinated polyimides,392099,0,0,2019,2019
2020,Lithuania,Flourinated polyimides,392099,0,1,2020,2020
2017,Luxembourg,Flourinated polyimides,392099,.2,11,2017,2017
2018,Luxembourg,Flourinated polyimides,392099,0,7,2018,2018
2019,Luxembourg,Flourinated polyimides,392099,0,5,2019,2019
2020,Luxembourg,Flourinated polyimides,392099,.1,19,2020,2020
2019,Macao,Flourinated polyimides,392099,0,0,2019,2019
2020,Madagascar,Flourinated polyimides,392099,0,0,2020,2020
2017,Malaysia,Flourinated polyimides,392099,199.6,5457,2017,2017
2018,Malaysia,Flourinated polyimides,392099,124.6,1954,2018,2018
2019,Malaysia,Flourinated polyimides,392099,52.5,734,2019,2019
2020,Malaysia,Flourinated polyimides,392099,22.4,700,2020,2020
2017,Maldives,Flourinated polyimides,392099,0,0,2017,2017
2017,Mexico,Flourinated polyimides,392099,14,372,2017,2017
2018,Mexico,Flourinated polyimides,392099,8,299,2018,2018
2019,Mexico,Flourinated polyimides,392099,5.5,238,2019,2019
2020,Mexico,Flourinated polyimides,392099,3.1,104,2020,2020
2017,Mongolia,Flourinated polyimides,392099,0,0,2017,2017
2018,Mongolia,Flourinated polyimides,392099,0,0,2018,2018
2019,Mongolia,Flourinated polyimides,392099,0,0,2019,2019
2020,Mongolia,Flourinated polyimides,392099,0,0,2020,2020
2017,Morocco,Flourinated polyimides,392099,0,0,2017,2017
2018,Morocco,Flourinated polyimides,392099,0,0,2018,2018
2019,Morocco,Flourinated polyimides,392099,0,0,2019,2019
2020,Morocco,Flourinated polyimides,392099,0,0,2020,2020
2017,Myanmar,Flourinated polyimides,392099,0,0,2017,2017
2018,Myanmar,Flourinated polyimides,392099,0,0,2018,2018
2019,Myanmar,Flourinated polyimides,392099,0,0,2019,2019
2020,Myanmar,Flourinated polyimides,392099,0,0,2020,2020
2017,Nepal,Flourinated polyimides,392099,0,0,2017,2017
2017,Netherlands,Flourinated polyimides,392099,10,50,2017,2017
2018,Netherlands,Flourinated polyimides,392099,1.7,15,2018,2018
2019,Netherlands,Flourinated polyimides,392099,2.6,14,2019,2019
2020,Netherlands,Flourinated polyimides,392099,.1,7,2020,2020
2017,New Zealand,Flourinated polyimides,392099,0,0,2017,2017
2018,New Zealand,Flourinated polyimides,392099,0,0,2018,2018
2019,New Zealand,Flourinated polyimides,392099,0,0,2019,2019
2020,New Zealand,Flourinated polyimides,392099,.1,1,2020,2020
2020,Niger,Flourinated polyimides,392099,0,0,2020,2020
2017,Nigeria,Flourinated polyimides,392099,0,0,2017,2017
2018,Nigeria,Flourinated polyimides,392099,0,0,2018,2018
2019,Nigeria,Flourinated polyimides,392099,0,0,2019,2019
2020,Nigeria,Flourinated polyimides,392099,0,0,2020,2020
2019,Northern Mariana Islands,Flourinated polyimides,392099,0,0,2019,2019
2017,Norway,Flourinated polyimides,392099,1.3,41,2017,2017
2018,Norway,Flourinated polyimides,392099,.7,13,2018,2018
2019,Norway,Flourinated polyimides,392099,0,0,2019,2019
2020,Norway,Flourinated polyimides,392099,0,0,2020,2020
2019,Oman,Flourinated polyimides,392099,0,0,2019,2019
2017,Pakistan,Flourinated polyimides,392099,0,0,2017,2017
2018,Pakistan,Flourinated polyimides,392099,0,0,2018,2018
2019,Pakistan,Flourinated polyimides,392099,0,0,2019,2019
2020,Pakistan,Flourinated polyimides,392099,0,0,2020,2020
2017,Panama,Flourinated polyimides,392099,0,0,2017,2017
2018,Panama,Flourinated polyimides,392099,0,0,2018,2018
2019,Panama,Flourinated polyimides,392099,0,0,2019,2019
2020,Panama,Flourinated polyimides,392099,0,0,2020,2020
2017,Paraguay,Flourinated polyimides,392099,0,0,2017,2017
2019,Paraguay,Flourinated polyimides,392099,0,0,2019,2019
2020,Paraguay,Flourinated polyimides,392099,0,0,2020,2020
2017,Peru,Flourinated polyimides,392099,.1,1,2017,2017
2018,Peru,Flourinated polyimides,392099,0,0,2018,2018
2019,Peru,Flourinated polyimides,392099,0,0,2019,2019
2020,Peru,Flourinated polyimides,392099,.1,0,2020,2020
2017,Philippines,Flourinated polyimides,392099,.9,212,2017,2017
2018,Philippines,Flourinated polyimides,392099,0,1,2018,2018
2019,Philippines,Flourinated polyimides,392099,1.2,18,2019,2019
2020,Philippines,Flourinated polyimides,392099,0,1,2020,2020
2017,Poland,Flourinated polyimides,392099,0,2,2017,2017
2018,Poland,Flourinated polyimides,392099,0,0,2018,2018
2019,Poland,Flourinated polyimides,392099,6.3,55,2019,2019
2020,Poland,Flourinated polyimides,392099,0,1,2020,2020
2017,Portugal,Flourinated polyimides,392099,0,0,2017,2017
2018,Portugal,Flourinated polyimides,392099,0,0,2018,2018
2019,Portugal,Flourinated polyimides,392099,0,0,2019,2019
2020,Portugal,Flourinated polyimides,392099,0,0,2020,2020
2017,Qatar,Flourinated polyimides,392099,0,0,2017,2017
2018,Qatar,Flourinated polyimides,392099,0,0,2018,2018
2019,Qatar,Flourinated polyimides,392099,0,0,2019,2019
2020,Qatar,Flourinated polyimides,392099,0,0,2020,2020
2017,Romania,Flourinated polyimides,392099,0,0,2017,2017
2018,Romania,Flourinated polyimides,392099,0,0,2018,2018
2019,Romania,Flourinated polyimides,392099,0,0,2019,2019
2020,Romania,Flourinated polyimides,392099,0,0,2020,2020
2017,Russian Federation,Flourinated polyimides,392099,0,0,2017,2017
2018,Russian Federation,Flourinated polyimides,392099,.1,1,2018,2018
2019,Russian Federation,Flourinated polyimides,392099,0,0,2019,2019
2020,Russian Federation,Flourinated polyimides,392099,.1,6,2020,2020
2017,Saudi Arabia,Flourinated polyimides,392099,0,0,2017,2017
2018,Saudi Arabia,Flourinated polyimides,392099,0,0,2018,2018
2019,Saudi Arabia,Flourinated polyimides,392099,0,0,2019,2019
2020,Saudi Arabia,Flourinated polyimides,392099,0,0,2020,2020
2020,Senegal,Flourinated polyimides,392099,0,0,2020,2020
2018,Serbia,Flourinated polyimides,392099,0,0,2018,2018
2019,Serbia,Flourinated polyimides,392099,0,0,2019,2019
2020,Serbia,Flourinated polyimides,392099,0,0,2020,2020
2017,Singapore,Flourinated polyimides,392099,2.7,758,2017,2017
2018,Singapore,Flourinated polyimides,392099,1.5,859,2018,2018
2019,Singapore,Flourinated polyimides,392099,1.9,1568,2019,2019
2020,Singapore,Flourinated polyimides,392099,3.2,3226,2020,2020
2017,Slovakia,Flourinated polyimides,392099,0,1,2017,2017
2018,Slovakia,Flourinated polyimides,392099,0,0,2018,2018
2019,Slovakia,Flourinated polyimides,392099,0,0,2019,2019
2020,Slovakia,Flourinated polyimides,392099,0,0,2020,2020
2017,Slovenia,Flourinated polyimides,392099,0,1,2017,2017
2018,Slovenia,Flourinated polyimides,392099,.1,1,2018,2018
2019,Slovenia,Flourinated polyimides,392099,0,1,2019,2019
2020,Slovenia,Flourinated polyimides,392099,0,1,2020,2020
2017,South Africa,Flourinated polyimides,392099,0,0,2017,2017
2018,South Africa,Flourinated polyimides,392099,0,0,2018,2018
2019,South Africa,Flourinated polyimides,392099,0,0,2019,2019
2020,South Africa,Flourinated polyimides,392099,0,0,2020,2020
2017,Spain,Flourinated polyimides,392099,.7,56,2017,2017
2018,Spain,Flourinated polyimides,392099,.4,50,2018,2018
2019,Spain,Flourinated polyimides,392099,.3,24,2019,2019
2020,Spain,Flourinated polyimides,392099,.3,22,2020,2020
2017,Srilanka,Flourinated polyimides,392099,0,0,2017,2017
2018,Srilanka,Flourinated polyimides,392099,0,0,2018,2018
2019,Srilanka,Flourinated polyimides,392099,0,0,2019,2019
2020,Srilanka,Flourinated polyimides,392099,0,0,2020,2020
2017,Sudan,Flourinated polyimides,392099,0,0,2017,2017
2018,Sudan,Flourinated polyimides,392099,0,0,2018,2018
2019,Sudan,Flourinated polyimides,392099,0,0,2019,2019
2020,Sudan,Flourinated polyimides,392099,0,0,2020,2020
2017,Sweden,Flourinated polyimides,392099,.5,65,2017,2017
2018,Sweden,Flourinated polyimides,392099,.6,67,2018,2018
2019,Sweden,Flourinated polyimides,392099,0,1,2019,2019
2020,Sweden,Flourinated polyimides,392099,.4,66,2020,2020
2017,Switzerland,Flourinated polyimides,392099,2.2,61,2017,2017
2018,Switzerland,Flourinated polyimides,392099,.2,59,2018,2018
2019,Switzerland,Flourinated polyimides,392099,.6,61,2019,2019
2020,Switzerland,Flourinated polyimides,392099,.4,61,2020,2020
2017,Taiwan,Flourinated polyimides,392099,0,0,2017,2017
2017,Taiwan,Flourinated polyimides,392099,1.9,41,2017,2017
2017,Taiwan,Flourinated polyimides,392099,513.1,24683,2017,2017
2018,Taiwan,Flourinated polyimides,392099,0,0,2018,2018
2018,Taiwan,Flourinated polyimides,392099,0,0,2018,2018
2018,Taiwan,Flourinated polyimides,392099,2.1,85,2018,2018
2018,Taiwan,Flourinated polyimides,392099,140.6,4993,2018,2018
2019,Taiwan,Flourinated polyimides,392099,.1,2,2019,2019
2019,Taiwan,Flourinated polyimides,392099,7.2,392,2019,2019
2019,Taiwan,Flourinated polyimides,392099,0,0,2019,2019
2019,Taiwan,Flourinated polyimides,392099,0,0,2019,2019
2019,Taiwan,Flourinated polyimides,392099,105.5,2840,2019,2019
2020,Taiwan,Flourinated polyimides,392099,152.1,4114,2020,2020
2020,Taiwan,Flourinated polyimides,392099,2.3,28,2020,2020
2020,Taiwan,Flourinated polyimides,392099,0,0,2020,2020
2020,Taiwan,Flourinated polyimides,392099,.2,2,2020,2020
2019,Ukraine,Flourinated polyimides,392099,0,0,2019,2019
2020,Ukraine,Flourinated polyimides,392099,0,0,2020,2020
2017,United Arab Emirates,Flourinated polyimides,392099,.8,21,2017,2017
2018,United Arab Emirates,Flourinated polyimides,392099,.1,1,2018,2018
2019,United Arab Emirates,Flourinated polyimides,392099,0,1,2019,2019
2020,United Arab Emirates,Flourinated polyimides,392099,0,0,2020,2020
2017,United Kingdom,Flourinated polyimides,392099,31,2502,2017,2017
2018,United Kingdom,Flourinated polyimides,392099,36.8,2280,2018,2018
2019,United Kingdom,Flourinated polyimides,392099,37.3,2129,2019,2019
2020,United Kingdom,Flourinated polyimides,392099,70.2,4323,2020,2020
2017,United States,Flourinated polyimides,392099,893.9,35789,2017,2017
2018,United States,Flourinated polyimides,392099,833.8,29505,2018,2018
2019,United States,Flourinated polyimides,392099,844.6,32585,2019,2019
2020,United States,Flourinated polyimides,392099,947.9,40994,2020,2020
2017,Uruguay,Flourinated polyimides,392099,0,0,2017,2017
2018,Uruguay,Flourinated polyimides,392099,0,0,2018,2018
2019,Uruguay,Flourinated polyimides,392099,0,0,2019,2019
2017,Uzbekistan,Flourinated polyimides,392099,0,0,2017,2017
2018,Uzbekistan,Flourinated polyimides,392099,0,0,2018,2018
2019,Uzbekistan,Flourinated polyimides,392099,0,0,2019,2019
2020,Uzbekistan,Flourinated polyimides,392099,0,0,2020,2020
2018,Vanuatu,Flourinated polyimides,392099,0,0,2018,2018
2019,Venezuela,Flourinated polyimides,392099,0,0,2019,2019
2020,Venezuela,Flourinated polyimides,392099,0,0,2020,2020
2017,Viet nam,Flourinated polyimides,392099,802.7,7555,2017,2017
2018,Viet nam,Flourinated polyimides,392099,803.1,7942,2018,2018
2019,Viet nam,Flourinated polyimides,392099,717.4,6704,2019,2019
2020,Viet nam,Flourinated polyimides,392099,645.9,6779,2020,2020
2018,Zambia,Flourinated polyimides,392099,0,0,2018,2018
2020,Zambia,Flourinated polyimides,392099,0,0,2020,2020
